Video name,Unique ID,GuidId,Notification,Exercise Name,Age Suitability,Goal,Primary Category,Body Region,Equipments,Fitness Level,Physical limitation,Sets,Reps,RPE,Rest intervals,Health benefit,Steps to perform,Safety cue,MET value,is_not_suitable_for,Tags,,,
,,,,Banded Mountain Climber,40-59,Weight Loss,Cardio,Core,Resistance Band,Intermediate,Reduced core stability,3,20–30,7–9,30–60 sec,Enhances core endurance and shoulder stability while improving hip drive,"1. Start in a high plank with the resistance band looped around both feet and hands under shoulders.
2. Pull one knee toward your chest against the band's resistance while keeping your hips level.
3. Quickly switch legs, driving the other knee forward while maintaining tension.
4. Continue alternating at a controlled, steady pace.",Maintain a neutral spine and control hips to prevent sagging or piking,7,None,Warm up/Main workout,,,
,,,,Plank Jack,40-59,Weight Loss,Strength,Full,Resistance Band,Intermediate,Reduced core stability,3,15–20,6–8,30–60 sec,Improves core stability and hip abductor endurance during dynamic movement,"1. Begin in a high plank with the resistance band looped around both ankles and hands under shoulders.
2. Jump both feet outward against the band's resistance until wider than hip-width.
3. Jump both feet back together under control while keeping your core tight.
4. Repeat at a steady tempo while maintaining a flat back.",Keep hips level and core braced while breathing evenly,5.1,None,Main workout,,,
,,,,Standing Woodchopper,All Ages,Weight Loss,Cardio,Core,Resistance Band,Intermediate,Lower back pain (non-specific),3,8–12,6–8,60–90 sec,Improves rotational core strength and trunk stability,"1. Anchor the band low at your right foot and grasp the handle with both hands.
2. Stand with feet shoulder-width apart and bend knees slightly.
3. Pull the band upward and across your body to your left shoulder in a chopping motion while pivoting on your back foot.
4. Slowly return to the start under control with the band taut.",Brace your core hinge at the hips rotate with controlled movement,4.5,None,Warm up/Main workout,,,
,,,,Seated Knee Tuck,All Ages,Weight Gain,Cardio,Core,Resistance Band,Intermediate,Reduced core stability,3,10–15,5–7,30–60 sec,Enhances lower abdominal strength and hip flexor control,"1. Sit on the floor with legs extended and loop the band around the soles of your feet while holding the ends at your sides.
2. Lean back slightly with a tall chest and brace your core.
3. Draw your knees toward your chest, keeping the band taut.
4. Extend your legs back out slowly without losing tension on the band.",Sit tall engage lower abs draw knees in slowly,2.6,None,Warm up/Main workout,,,
,,,,Flutter Kicks,All Ages,Weight Gain,Cardio,Core,Resistance Band,Intermediate,Reduced core stability,3,20–30,5–7,30–60 sec,Improves lower abdominal endurance and hip flexor stamina,"1. Lie on your back with the band looped around your ankles and arms at your sides or under your hips.
2. Lift both legs a few inches off the ground and engage your core.
3. Alternately kick your feet up and down in small, controlled motions while maintaining tension on the band.",Keep lower back pressed into mat breathe steadily and control legs,3,None,Warm up/Main workout,,,
,,,,Standing Oblique Crunch,60+,Weight Maintenance,Cardio,Core,Resistance Band,Intermediate,Lower back pain (non-specific),3,12–15,6–8,60–90 sec,Strengthens oblique muscles and enhances lateral trunk stability,"1. Stand with feet shoulder-width and loop the resistance band under your right foot, holding both ends at shoulder height on your right side.
2. Brace your core and exhale as you pull the band down toward your right hip while bending your torso to the right.
3. Pause and squeeze the right oblique.
4. Slowly return to start and repeat, then switch sides.",Keep spine neutral squeeze obliques slowly without pulling on the band,3.4,None,Warm up/Main workout,,,
,,,,Seated Calf Stretch,60+,Weight Maintenance,Activation / Mobility,Lower,Resistance Band,Intermediate,Ankle pain,3,2–3,1–3,30–60 sec,Increases calf flexibility and ankle range of motion,"1. Sit on the floor with legs extended and loop the resistance band around the ball of your right foot, holding the ends in both hands.
2. Keep your knee straight and pull the band toward you to dorsiflex the ankle until you feel a calf stretch.
3. Hold the stretch, then release and repeat on the left foot.",Sit tall keep ankle relaxed lean into the stretch from hips breathe,4,None,Warm up,,,
,,,,Standing Trunk Rotation,60+,Weight Maintenance,Cardio,Core,Resistance Band,Intermediate,Thoracic stiffness (upper-back rigidity),2,12–15,4–6,30–60 sec,Improves thoracic mobility and rotational range of motion,"1. Anchor the resistance band at chest height and stand sideways with feet shoulder-width, holding the band with both hands at chest level.
2. Keep your hips square and rotate your torso away from the anchor while pulling the band across your body.
3. Pause and squeeze your obliques.
4. Return slowly to center and repeat on the other side.",Keep hips square and rotate through thoracic spine with controlled tempo,3,None,Warm up/Main workout,,,
,,,,Marching Plank,60+,Weight Maintenance,Cardio,Core,Resistance Band,Intermediate,Reduced core stability,3,10–15,6–8,60–90 sec,Develops core stability and hip flexor coordination during single leg support,"1. Loop a light resistance band around both feet near the arches and come into a high plank on your hands.
2. Brace your core and keep your body in a straight line from head to heels.
3. Lift your right foot a few inches forward against the band while keeping hips level.
4. Lower the right foot and repeat with the left, marching steadily and controlled.",Maintain a neutral spine and breathe steadily as you lift opposite limbs,3.6,None,Warm up/Main workout,,,
,,,,Banded Jumping Jack,All Ages,Weight Loss,Cardio,Full,Resistance Band,Intermediate,Ankle instability / recurrent sprains,3,20–30,7–9,30–60 sec,Enhances hip abductor strength and cardiovascular agility,"1. Place a loop band around your ankles and stand with feet together and knees slightly bent.
2. Slightly squat, then explosively jump your feet outward while raising your arms overhead.
3. Land softly with knees bent and immediately jump your feet back together while lowering your arms.
4. Continue jumping in a steady rhythm, keeping tension on the band.",Land softly with knees slightly bent and hips stacked over ankles,6.5,"Obesity / Overweight, Osteoarthritis, Osteoporosis, Hypothyroidism",Warm up/Main workout,,,
,,,,Banded Burpee (No Pushup),40-59,Weight Loss,Cardio,Full,Resistance Band,Intermediate,Knee pain (general / chronic),3,8–12,8–9,90–120 sec,Boosts overall power development and metabolic conditioning,"1. Loop a resistance band just above your knees and stand with feet hip-width apart.
2. Hinge at the hips, place hands on the floor, and jump your feet back into a high plank while keeping the band taut.
3. Jump your feet forward back to a squat position with knees tracking over toes.
4. Drive through your heels and explode into a vertical jump, land softly, and return hands to the floor.",Keep core braced and hinge hips back before stepping or jumping forward,7,"Obesity / Overweight, Osteoarthritis, Osteoporosis, Coronary Artery Disease, Metabolic Syndrome, Hypothyroidism, Heart Failure (Stable), Fatty Liver Disease (NAFLD), Cancer (Lifestyle-related / Post-treatment)",Warm up/Main workout,,,
,,,,Squat to Overhead Press,All Ages,Weight Gain,Cardio,Full,Resistance Band,Intermediate,Limited overhead reach,3,8–12,7–9,90–120 sec,Combines lower and upper body strength for functional movement coordination,"1. Stand on the center of a resistance band with feet shoulder-width and hold the handles at shoulder level.
2. Sit back into a squat until thighs are parallel to the floor.
3. Drive up through the heels and press the handles overhead until arms are extended.
4. Lower the handles back to shoulder height and repeat.",Drive through heels keep chest lifted and press while bracing core,5.5,"Hypertension, Osteoarthritis",Warm up/Main workout,,,
,,,,Stationary Sprinter,40-59,Weight Loss,Cardio,Full,Resistance Band,Intermediate,Limited single-leg balance,3,20–30,7–9,60–90 sec,Enhances hip flexor power and core stability,"1. Stand in a staggered sprint stance with the front foot on the resistance band and hold the handles at your hips.
2. Explosively drive the rear knee forward and upward while pulling the handles toward your hips.
3. Return to the staggered stance with control and repeat the sprinting motion quickly.",Keep chest lifted and drive knees forward with controlled hip power,6,"Hypertension, Coronary Artery Disease, Hyperthyroidism, Fatty Liver Disease (NAFLD), COPD, Metabolic Syndrome, Heart Failure, Hypothyroidism",Warm up/Main workout,,,
,,,,Reverse Lunge to Knee Drive,All Ages,Weight Gain,Cardio,Full,Resistance Band,Intermediate,Knee pain (general / chronic),3,8–12,7–8,60–90 sec,Builds unilateral leg strength and dynamic balance,"1. Stand with feet hip-width over the middle of the resistance band and hold the handles at your sides.
2. Step one foot back into a reverse lunge and lower until both knees are near 90 degrees.
3. Drive through the front heel to stand while pulling the back knee up toward your chest against the band.
4. Return the foot to the starting position and repeat on the other side.",Keep torso upright and control the descent before driving the knee up,4.3,None,Warm up/Main workout,,,
,,,,Step-Touch with Row,60+,Weight Maintenance,Cardio,Full,Resistance Band,Intermediate,Shoulder pain (general),3,12–15,5–7,45–60 sec,Improves lateral mobility and upper back muscle endurance,"1. Stand on the middle of the band with feet hip-width and hold the ends in both hands.
2. Step right with your right foot and slide your left foot to meet it while keeping knees soft.
3. As you step back to center, pull your elbows toward your ribs and squeeze your shoulder blades to row.
4. Repeat the step-touch and row to the left while maintaining steady band tension.",Hinge slightly and retract shoulder blades with slow controlled rows,3.8,None,Warm up/Main workout,,,
